ItemPII	GreenOA EmbargoDate	ItemOnline	ItemVorOnline	EmbargoPeriod
S0167-2738(10)00676-4	2013-04-14	2011-01-15		24
S0167-2738(11)00564-9	2014-03-14	2011-12-15		24
S0167-2738(12)00370-0	2014-10-01	2012-07-03		24
S0167-2738(12)00576-0	2015-02-23	2012-11-25		24
S0167-4048(12)00035-1	2014-05-13	2012-02-13		24
S0167-4048(13)00082-5	2015-08-07	2013-05-09		24
S0167-4048(13)00121-1	2015-11-20	2013-08-22		24
S0167-4730(09)00072-1	2012-02-18	2009-11-20		24
S0167-4730(13)00054-4	2015-11-29	2013-08-31		24
S0167-4870(11)00123-1	2014-12-15	2011-09-17		36
S0167-4870(16)00022-2	2019-06-01	2016-03-03		36
S0167-4889(10)00259-4	2011-12-31	2010-10-02		12
S0167-4889(12)00158-9	2013-09-10	2012-06-12		12
S0167-4889(12)00185-1	2013-09-26	2012-06-28		12
S0167-4889(14)00441-8	2016-03-15	2014-12-16		12
S0167-4943(09)00263-5	2011-02-12	2009-11-14		12
S0167-4943(11)00313-X	2013-03-28	2011-12-29		12
S0167-4943(12)00131-8	2013-10-04	2012-07-06		12
S0167-4943(13)00135-0	2014-11-11	2013-08-13		12
S0167-5273(08)00887-5	2009-11-18	2008-08-20		12
S0167-5273(09)00859-6	2010-12-02	2009-09-03		12
S0167-5273(10)00120-8	2011-06-04	2010-03-06		12
S0167-5273(10)00625-X	2011-12-08	2010-09-09		12
S0167-5273(11)00486-4	2012-08-30	2011-06-02		12
S0167-5273(11)00733-9	2012-11-15	2011-08-18		12
S0167-5273(12)00724-3	2013-09-19	2012-06-21		12
S0167-5273(13)00076-4	2014-05-13	2013-02-12		12
S0167-5273(13)01679-3	2014-12-06	2013-09-07		12
S0167-5273(13)02332-2	2015-04-04	2014-01-04		12
S0167-5273(14)01580-0	2015-11-17	2014-08-19		12
S0167-5273(14)01580-0	2015-11-17	2014-08-19		12
S0167-5273(15)00402-7	2016-06-14	2015-03-17		12
S0167-5273(15)30185-6	2016-07-30	2015-07-26	2015-07-31	12
S0167-5273(15)30211-4	2016-08-20	2015-07-30	2015-08-21	12
S0167-5273(16)30022-5	2017-02-11	2016-01-07	2016-02-12	12
S0167-5273(16)30396-5	2017-03-11	2016-03-04	2016-03-11	12
S0167-577X(09)00910-0	2012-02-27	2009-11-29		24
S0167-577X(11)00283-7	2013-06-14	2011-03-17		24
S0167-577X(11)00384-3	2013-07-06	2011-04-08		24
S0167-577X(11)00499-X	2013-08-01	2011-05-04		24
S0167-577X(11)00755-5	2013-10-03	2011-07-06		24
S0167-577X(11)00796-8	2013-10-17	2011-07-20		24
S0167-577X(12)01059-2	2014-10-29	2012-07-31		24
S0167-577X(13)01419-5	2016-01-15	2013-10-17		24
S0167-577X(13)01637-6	2016-02-29	2013-12-01		24
S0167-577X(14)01389-5	2016-10-29	2014-08-01		24
S0167-577X(14)01980-6	2017-02-09	2014-11-12		24
S0167-577X(15)00343-2	2017-06-02	2015-03-05		24
S0167-577X(15)30473-0	2017-08-30	2015-08-28	2015-08-31	24
S0167-577X(15)30901-0	2017-11-29	2015-11-19	2015-11-30	24
S0167-5877(10)00330-2	2012-03-09	2010-12-10		12
S0167-5877(12)00330-3	2014-01-31	2012-11-02		12
S0167-5877(12)00411-4	2014-03-31	2012-12-31		12
S0167-5877(12)00415-1	2014-04-26	2013-01-26		12
S0167-5877(13)00062-7	2014-06-02	2013-03-04		12
S0167-5877(13)00276-6	2014-12-02	2013-09-03		12
S0167-5877(14)00138-X	2015-07-05	2014-04-06		12
S0167-5877(14)00139-1	2015-07-04	2014-04-05		12
S0167-5877(15)30038-6	2017-02-25	2015-12-17	2016-02-26	12
S0167-5877(15)30086-6	2017-01-20	2015-12-08	2016-01-21	12
S0167-6105(09)00128-7	2012-03-08	2009-12-09		24
S0167-6105(10)00033-4	2012-09-08	2010-06-11		24
S0167-6105(11)00126-7	2013-10-24	2011-07-27		24
S0167-6105(11)00248-0	2014-04-25	2012-01-26		24
S0167-6105(12)00080-3	2014-07-22	2012-04-23		24
S0167-6105(12)00112-2	2014-09-27	2012-06-29		24
S0167-6105(12)00285-1	2015-05-10	2013-02-09		24
S0167-6105(13)00005-6	2015-04-29	2013-01-29		24
S0167-6105(13)00285-7	2016-04-20	2014-01-21		24
S0167-6105(13)00288-2	2016-04-27	2014-01-28		24
S0167-6105(14)00067-1	2016-08-01	2014-05-04		24
S0167-6105(14)00118-4	2016-12-14	2014-09-16		24
S0167-6105(14)00217-7	2017-02-03	2014-11-06		24
S0167-6105(14)00241-4	2017-04-08	2015-01-09		24
S0167-6105(14)00265-7	2017-05-10	2015-02-10		24
S0167-6105(16)30086-1	2018-03-01	2016-03-01	2016-03-01	24
S0167-6245(11)00027-8	2014-09-21	2011-06-24		36
S0167-6245(11)00033-3	2015-01-07	2011-10-10		36
S0167-6296(10)00043-3	2013-06-04	2010-03-07		36
S0167-6296(12)00119-1	2016-01-01	2012-10-03		36
S0167-6377(10)00070-2	2013-08-21	2010-05-24		36
S0167-6377(10)00142-2	2014-01-25	2010-10-28		36
S0167-6377(12)00155-1	2016-04-03	2013-01-04		36
S0167-6377(13)00154-5	2017-02-16	2013-11-19		36
S0167-6377(14)00044-3	2017-07-17	2014-04-19		36
S0167-6377(14)00104-7	2017-10-14	2014-07-17		36
S0167-6377(15)00047-4	2018-05-14	2015-04-17	2015-05-15	36
S0167-6423(14)00540-1	2017-02-22	2014-11-25		24
S0167-6636(09)00202-6	2012-02-24	2009-11-26		24
S0167-6636(12)00180-9	2015-02-01	2012-11-03		24
S0167-6636(12)00188-3	2015-02-19	2012-11-21		24
S0167-6636(14)00053-2	2016-06-30	2014-04-02		24
S0167-6636(16)30027-8	2018-07-20	2016-04-21		24
S0167-6911(09)00151-0	2012-03-30	2009-12-31		24
S0167-7012(11)00113-8	2012-06-27	2011-03-30		12
S0167-7012(12)00229-1	2013-10-08	2012-07-10		12
S0167-7012(12)00269-2	2013-11-26	2012-08-28		12
S0167-7012(12)00327-2	2014-01-13	2012-10-15		12
S0167-7012(13)00239-X	2014-10-29	2013-07-31		12
S0167-7012(13)00276-5	2014-11-26	2013-08-28		12
S0167-7012(13)00331-X	2015-02-05	2013-11-07		12
S0167-7012(14)00084-0	2015-07-12	2014-04-13		12
S0167-7012(14)00107-9	2015-07-23	2014-04-24		12
S0167-7012(15)30028-2	2016-08-14	2015-07-30	2015-08-15	12
S0167-7012(15)30137-8	2017-01-12	2015-12-29	2016-01-13	12
S0167-7152(09)00357-5	2012-01-04	2009-10-06		24
S0167-7152(10)00068-4	2012-06-04	2010-03-07		24
S0167-7152(10)00112-4	2012-07-18	2010-04-20		24
S0167-7152(10)00200-2	2012-10-19	2010-07-22		24
S0167-7152(10)00298-1	2013-01-19	2010-10-22		24
S0167-7152(11)00156-8	2013-08-02	2011-05-05		24
S0167-7152(11)00339-7	2014-02-08	2011-11-11		24
S0167-7152(12)00226-X	2014-09-27	2012-06-29		24
S0167-7152(12)00253-2	2014-10-11	2012-07-13		24
S0167-7152(14)00117-5	2016-07-10	2014-04-12		24
S0167-7152(14)00294-6	2016-11-20	2014-08-23		24
S0167-7152(14)00400-3	2017-03-05	2014-12-06		24
S0167-7152(14)00408-8	2017-03-23	2014-12-24		24
S0167-7152(16)00040-7	2018-04-01	2016-03-10	2016-04-01	24
S0167-7187(14)00061-7	2017-10-12	2014-07-15		36
S0167-7187(16)00004-7	2019-04-18	2016-02-04	2016-04-18	36
S0167-7322(14)00421-8	2016-12-10	2014-09-12		24
S0167-7322(14)00457-7	2016-12-29	2014-10-01		24
S0167-7322(15)00107-5	2017-08-18	2015-02-14	2015-08-19	24
S0167-7322(15)30007-6	2017-07-26	2015-04-28		24
S0167-7322(15)30276-2	2017-08-03	2015-08-04	2015-08-04	24
S0167-7322(15)30676-0	2017-12-05	2015-12-06	2015-12-06	24
S0167-739X(14)00222-2	2017-06-09	2014-11-06	2015-06-10	24
S0167-739X(15)00227-7	2017-12-10	2015-07-20	2015-12-11	24
S0167-739X(15)00341-6	2018-03-10	2015-12-11		24
S0167-7799(11)00002-3	2012-05-09	2011-02-09		12
S0167-7799(11)00113-2	2012-11-03	2011-08-06		12
S0167-7799(12)00004-2	2013-05-13	2012-02-13		12
S0167-8116(13)00106-7	2017-01-08	2013-10-11		36
S0167-8140(10)00532-3	2012-01-07	2010-10-09		12
S0167-8140(14)00253-9	2015-09-29	2014-07-01		12
S0167-8140(15)00543-5	2016-12-08	2015-10-20	2015-12-09	12
S0167-8191(10)00111-0	2012-11-22	2010-08-25		24
S0167-8191(12)00030-0	2014-08-14	2012-05-16		24
S0167-8396(09)00113-7	2012-01-04	2009-10-06		24
S0167-8396(11)00104-X	2013-12-20	2011-09-22		24
S0167-8396(11)00123-3	2014-02-03	2011-11-06		24
S0167-8396(13)00054-X	2015-09-16	2013-06-18		24
S0167-8396(14)00008-9	2016-05-19	2014-02-19		24
S0167-8396(14)00111-3	2017-03-08	2014-12-09		24
S0167-8396(14)00111-3	2017-03-08	2014-12-09		24
S0167-8396(15)00015-1	2017-05-25	2015-02-25		24
S0167-8396(15)00094-1	2017-11-29	2015-07-30	2015-11-30	24
S0167-8396(15)00123-5	2017-11-27	2015-11-12	2015-11-28	24
S0167-8396(16)30010-3	2018-03-29	2016-03-03	2016-03-29	24
S0167-8655(13)00250-X	2015-10-07	2013-07-09		24
S0167-8655(14)00178-0	2016-09-13	2014-06-16		24
S0167-8655(14)00355-9	2017-03-02	2014-12-03		24
S0167-8655(15)00428-6	2018-03-23	2015-12-25	2016-03-23	24
S0167-8760(11)00050-X	2012-05-10	2011-02-10		12
S0167-8760(11)00061-4	2012-05-19	2011-02-19		12
S0167-8760(11)00193-0	2012-10-09	2011-07-12		12
S0167-8760(11)00227-3	2012-10-31	2011-08-03		12
S0167-8760(13)00066-4	2014-06-27	2013-03-29		12
S0167-8760(15)30001-5	2016-10-08	2015-07-05	2015-10-09	12
S0167-8760(15)30049-0	2016-12-20	2015-12-01	2015-12-21	12
S0167-8809(10)00123-4	2012-09-04	2010-06-07		24
S0167-8809(10)00262-8	2013-02-15	2010-11-18		24
S0167-8809(11)00125-3	2013-08-01	2011-05-04		24
S0167-8809(11)00139-3	2013-08-25	2011-05-28		24
S0167-8809(12)00139-9	2014-08-03	2012-05-05		24
S0167-8809(12)00199-5	2014-09-16	2012-06-18		24
S0167-8809(14)00056-5	2016-06-09	2014-03-12		24
S0167-8809(14)00334-X	2016-10-09	2014-07-12		24
S0167-8809(14)00384-3	2016-11-27	2014-08-30		24
S0167-8809(15)00094-8	2017-06-25	2015-03-28		24
S0167-8809(15)00151-6	2017-06-16	2015-04-29	2015-06-17	24
S0167-8809(15)00158-9	2017-05-24	2015-05-25	2015-05-25	24
S0167-8809(15)30010-4	2017-07-23	2015-07-24	2015-07-24	24
S0167-8809(15)30201-2	2018-01-12	2016-01-13	2016-01-13	24
S0167-8809(16)30112-8	2018-03-05	2016-03-05	2016-03-05	24
S0167-9236(10)00041-2	2013-05-19	2010-02-19		36
S0167-9236(10)00105-3	2013-09-28	2010-07-01		36
S0167-9236(10)00118-1	2013-11-03	2010-08-06		36
S0167-9236(10)00123-5	2013-11-09	2010-08-12		36
S0167-9236(10)00131-4	2013-11-21	2010-08-24		36
S0167-9236(10)00175-2	2014-01-04	2010-10-07		36
S0167-9236(10)00213-7	2014-02-23	2010-11-26		36
S0167-9236(10)00239-3	2014-03-23	2010-12-24		36
S0167-9236(10)00241-1	2014-03-23	2010-12-24		36
S0167-9236(11)00129-1	2014-12-14	2011-09-16		36
S0167-9236(12)00064-4	2015-05-17	2012-02-17		36
S0167-9236(12)00102-9	2015-08-12	2012-05-14		36
S0167-9236(12)00316-8	2016-02-04	2012-11-06		36
S0167-9236(12)00325-9	2016-02-04	2012-11-06		36
S0167-9236(13)00087-0	2016-07-08	2013-04-10		36
S0167-9236(13)00250-9	2017-01-21	2013-10-24		36
S0167-9236(14)00245-0	2018-01-04	2014-10-07		36
S0167-9236(14)00271-1	2018-03-04	2014-12-05		36
S0167-9236(14)00278-4	2018-03-07	2014-12-08		36
S0167-9236(15)00061-5	2018-07-01	2015-04-03		36
S0167-9236(15)00104-9	2018-06-05	2015-05-21	2015-06-06	36
S0167-9260(12)00013-2	2014-06-27	2012-03-29		24
S0167-9317(09)00532-2	2011-11-12	2009-08-14		24
S0167-9317(13)00555-8	2015-10-14	2013-07-16		24
S0167-9457(09)00068-2	2012-02-02	2009-11-04		24
S0167-9457(09)00099-2	2012-02-16	2009-11-18		24
S0167-9457(11)00010-8	2013-10-10	2011-07-13		24
S0167-9457(11)00014-5	2013-08-01	2011-05-04		24
S0167-9457(11)00016-9	2013-05-05	2011-02-05		24
S0167-9457(11)00080-7	2013-10-24	2011-07-27		24
S0167-9457(11)00123-0	2014-01-29	2011-11-01		24
S0167-9457(12)00070-X	2015-01-20	2012-10-22		24
S0167-9457(13)00175-9	2016-04-02	2014-01-03		24
S0167-9473(13)00217-X	2015-09-09	2013-06-11		24
S0168-0072(11)00003-0	2013-05-12	2011-02-12		24
S0168-0072(15)00066-4	2017-08-27	2015-07-14	2015-08-28	24
S0168-0102(14)00212-0	2016-02-09	2014-11-11		12
S0168-0102(14)00322-8	2016-03-15	2014-12-16		12
S0168-1591(11)00278-4	2012-12-27	2011-09-29		12
S0168-1591(12)00274-2	2014-01-08	2012-10-10		12
S0168-1591(14)00082-3	2015-06-20	2014-03-22		12
S0168-1591(14)00110-5	2015-07-23	2014-04-24		12
S0168-1591(15)00345-7	2017-02-18	2016-01-11	2016-02-19	12
S0168-1591(16)30038-7	2017-04-08	2016-02-26	2016-04-08	12
S0168-1591(16)30076-4	2017-04-08	2016-03-26	2016-04-08	12
S0168-1605(09)00626-6	2011-03-09	2009-12-09		12
S0168-1605(10)00376-4	2011-10-12	2010-07-14		12
S0168-1605(11)00266-2	2012-08-04	2011-05-07		12
S0168-1605(11)00436-3	2012-11-01	2011-08-04		12
S0168-1605(11)00532-0	2013-01-02	2011-10-05		12
S0168-1605(12)00368-6	2013-10-11	2012-07-13		12
S0168-1605(12)00515-6	2014-01-03	2012-10-05		12
S0168-1605(14)00362-6	2015-10-29	2014-07-31		12
S0168-1605(15)00198-1	2016-05-15	2015-04-09	2015-05-16	12
S0168-1605(15)30098-2	2016-09-02	2015-08-18	2015-09-03	12
S0168-1605(15)30145-8	2016-10-23	2015-10-22	2015-10-24	12
S0168-1656(10)00394-9	2011-11-28	2010-08-30		12
S0168-1656(14)00083-2	2015-05-24	2014-02-23		12
S0168-1699(09)00190-2	2012-02-02	2009-11-04		24
S0168-1699(10)00043-8	2012-06-22	2010-03-25		24
S0168-1699(10)00075-X	2012-07-29	2010-05-01		24
S0168-1699(10)00082-7	2012-08-15	2010-05-18		24
S0168-1699(10)00149-3	2012-12-14	2010-09-16		24
S0168-1699(10)00187-0	2013-01-11	2010-10-14		24
S0168-1699(10)00223-1	2013-02-23	2010-11-26		24
S0168-1699(11)00005-6	2013-05-05	2011-02-05		24
S0168-1699(11)00007-X	2013-05-23	2011-02-23		24
S0168-1699(11)00029-9	2013-05-23	2011-02-23		24
S0168-1699(11)00065-2	2013-08-11	2011-05-14		24
S0168-1699(11)00147-5	2013-10-25	2011-07-28		24
S0168-1699(11)00149-9	2013-11-07	2011-08-10		24
S0168-1699(11)00264-X	2014-03-19	2011-12-20		24
S0168-1699(11)00268-7	2014-03-21	2011-12-22		24
S0168-1699(11)00322-X	2014-04-20	2012-01-21		24
S0168-1699(12)00023-3	2014-05-08	2012-02-08		24
S0168-1699(12)00119-6	2014-09-24	2012-06-26		24
S0168-1699(12)00274-8	2015-04-17	2013-01-17		24
S0168-1699(12)00291-8	2015-04-19	2013-01-19		24
S0168-1699(13)00077-X	2015-08-16	2013-05-18		24
S0168-1699(13)00140-3	2015-10-18	2013-07-20		24
S0168-1699(13)00196-8	2015-12-11	2013-09-12		24
S0168-1699(13)00254-8	2016-02-19	2013-11-21		24
S0168-1699(13)00304-9	2016-04-10	2014-01-11		24
S0168-1699(13)00309-8	2016-04-07	2014-01-08		24
S0168-1699(14)00005-2	2016-06-02	2014-03-05		24
S0168-1699(14)00148-3	2016-09-19	2014-06-22		24
S0168-1699(14)00208-7	2016-12-25	2014-09-27		24
S0168-1699(14)00286-5	2017-02-21	2014-11-24		24
S0168-1699(14)00304-4	2017-03-10	2014-12-11		24
S0168-1699(15)00168-4	2017-06-24	2015-06-25	2015-06-25	24
S0168-1699(15)00241-0	2017-09-09	2015-09-10	2015-09-10	24
S0168-1699(16)30074-6	2018-03-21	2016-03-21	2016-03-21	24
S0168-1699(16)30127-2	2018-04-26	2016-04-26	2016-04-26	24
S0168-1702(10)00117-6	2011-07-07	2010-04-08		12
S0168-1702(10)00199-1	2011-09-21	2010-06-23		12
S0168-1702(11)00152-3	2012-07-26	2011-04-28		12
S0168-1702(11)00170-5	2012-08-10	2011-05-13		12
S0168-1702(14)00265-2	2015-10-01	2014-07-03		12
S0168-1702(15)00043-X	2016-05-02	2015-02-02		12
S0168-1702(15)00120-3	2016-06-08	2015-03-11		12
S0168-1702(15)30003-4	2016-07-24	2015-07-04	2015-07-25	12
S0168-1702(15)30046-0	2016-08-30	2015-08-20	2015-08-31	12
S0168-1702(15)30109-X	2017-02-09	2015-11-12		12
S0168-1923(10)00247-9	2013-01-02	2010-10-05		24
S0168-1923(11)00050-5	2013-05-30	2011-03-02		24
S0168-1923(11)00106-7	2013-07-13	2011-04-15		24
S0168-1923(12)00285-7	2015-02-20	2012-11-22		24
S0168-1923(13)00034-8	2015-06-12	2013-03-14		24
S0168-1923(13)00088-9	2015-08-15	2013-05-17		24
S0168-1923(13)00186-X	2015-11-04	2013-08-06		24
S0168-1923(13)00266-9	2016-02-05	2013-11-07		24
S0168-1923(13)00268-2	2016-03-07	2013-12-08		24
S0168-1923(13)00280-3	2016-03-02	2013-12-03		24
S0168-1923(14)00166-X	2016-10-15	2014-07-18		24
S0168-1923(14)00222-6	2017-01-12	2014-10-15		24
S0168-1923(14)00249-4	2017-01-15	2014-10-18		24
S0168-1923(15)00023-4	2017-04-30	2015-01-31		24
S0168-1923(15)00036-2	2017-05-19	2015-02-19		24
S0168-1923(15)00141-0	2017-05-14	2015-05-15	2015-05-15	24
S0168-1923(15)00699-1	2017-09-03	2015-09-04	2015-09-04	24
S0168-1923(15)00719-4	2017-09-30	2015-10-01	2015-10-01	24
S0168-1923(15)00747-9	2017-11-10	2015-11-11	2015-11-11	24
S0168-1923(16)30016-8	2018-01-22	2016-01-23	2016-01-23	24
S0168-3659(10)00646-2	2011-11-02	2010-08-04		12
S0168-3659(10)00910-7	2012-02-09	2010-11-11		12
S0168-3659(11)00442-1	2012-09-29	2011-07-02		12
S0168-3659(12)00517-2	2013-09-16	2012-06-18		12
S0168-3659(12)00730-4	2014-01-28	2012-10-30		12
S0168-3659(15)30020-1	2016-08-28	2015-07-13	2015-08-29	12
S0168-3659(15)30190-5	2016-10-17	2015-10-18	2015-10-18	12
S0168-3659(16)30063-3	2017-02-11	2016-02-06	2016-02-12	12
S0168-3659(16)30223-1	2017-04-26	2016-04-15	2016-04-26	12
S0168-583X(10)00491-X	2012-08-29	2010-06-01		24
S0168-583X(10)00781-0	2013-01-17	2010-10-20		24
S0168-583X(11)00073-5	2013-05-02	2011-02-02		24
S0168-583X(14)00637-5	2016-10-30	2014-08-02		24
S0168-583X(15)00626-6	2017-07-29	2015-07-30	2015-07-30	24
S0168-8227(09)00471-9	2011-02-22	2009-11-24		12
S0168-8227(09)00491-4	2011-03-22	2009-12-22		12
S0168-8227(10)00565-6	2012-03-12	2010-12-13		12
S0168-8227(12)00442-1	2014-03-11	2012-12-11		12
S0168-8227(13)00269-6	2014-11-07	2013-08-09		12
S0168-8227(14)00182-X	2015-07-11	2014-04-12		12
S0168-8227(16)00008-5	2017-02-14	2016-01-22	2016-02-15	12
S0168-8227(16)30006-7	2017-02-24	2016-02-17	2016-02-25	12
S0168-8278(10)00469-1	2011-08-30	2010-06-01		12
S0168-8278(10)00920-7	2012-02-01	2010-11-03		12
S0168-8278(12)00887-2	2014-02-21	2012-11-23		12
S0168-8278(13)00596-5	2014-11-18	2013-08-20		12
S0168-8278(13)00870-2	2015-03-11	2013-12-11		12
S0168-8510(14)00083-9	2015-06-25	2014-03-27		12
S0168-874X(14)00187-5	2017-01-18	2014-10-21		24
S0168-9002(09)02359-6	2012-05-17	2010-02-17		24
S0168-9002(10)00104-X	2012-04-24	2010-01-25		24
S0168-9002(10)00340-2	2012-05-20	2010-02-20		24
S0168-9002(10)01703-1	2012-11-07	2010-08-10		24
S0168-9002(10)02162-5	2012-12-28	2010-09-30		24
S0168-9002(10)02279-5	2013-01-20	2010-10-23		24
S0168-9002(10)02750-6	2013-03-14	2010-12-15		24
S0168-9002(11)01448-3	2013-10-19	2011-07-22		24
S0168-9002(12)00116-7	2014-05-02	2012-02-02		24
S0168-9002(12)00884-4	2014-11-15	2012-08-17		24
S0168-9002(13)00991-1	2015-10-08	2013-07-10		24
S0168-9002(14)00003-5	2016-04-12	2014-01-13		24
S0168-9002(14)00735-9	2016-09-15	2014-06-18		24
S0168-9002(14)01345-X	2017-02-22	2014-11-25		24
S0168-9002(15)00008-X	2017-04-08	2015-01-09		24
S0168-9002(15)00456-8	2017-07-09	2015-04-11		24
S0168-9002(15)00480-5	2017-05-25	2015-04-15	2015-05-26	24
S0168-9002(15)00688-9	2017-06-18	2015-05-29	2015-06-19	24
S0168-9002(15)01116-X	2017-10-29	2015-09-28	2015-10-30	24
S0168-9002(15)01430-8	2018-02-25	2015-11-28		24
S0168-9002(15)01518-1	2018-03-07	2015-12-08		24
S0168-9002(16)00015-2	2018-01-28	2016-01-14	2016-01-29	24
S0168-9002(16)00087-5	2018-04-26	2016-01-27		24
S0168-9002(16)30052-3	2018-03-24	2016-03-16	2016-03-24	24
S0168-9274(09)00100-7	2011-08-31	2009-06-02		24
S0168-9274(11)00165-6	2013-12-22	2011-09-24		24
S0168-9274(12)00173-0	2015-01-09	2012-10-11		24
S0168-9452(11)00363-3	2014-03-23	2011-12-24		24
S0168-9452(12)00064-7	2014-07-06	2012-04-07		24
S0168-9452(12)00087-8	2014-08-08	2012-05-10		24
S0168-9452(12)00167-7	2014-11-18	2012-08-20		24
S0168-9452(14)00075-2	2016-07-04	2014-04-06		24
S0168-9452(14)00150-2	2016-09-28	2014-07-01		24
S0168-9452(16)30002-4	2018-02-08	2016-01-28	2016-02-09	24
S0168-9525(09)00232-7	2011-02-24	2009-11-26		12
S0168-9525(12)00092-3	2013-10-16	2012-07-18		12
S0168-9525(12)00207-7	2014-04-14	2013-01-14		12
S0168-9525(15)00210-3	2017-01-26	2016-01-15	2016-01-27	12
S0169-1317(10)00395-9	2013-02-20	2010-11-23		24
S0169-1317(14)00496-7	2017-03-29	2014-12-30		24
S0169-1317(15)30033-8	2017-07-13	2015-07-14	2015-07-14	24
S0169-1317(15)30133-2	2017-11-01	2015-10-14	2015-11-02	24
S0169-1317(16)30022-9	2018-05-01	2016-02-01		24
S0169-2046(09)00206-0	2013-02-08	2009-11-11		36
S0169-2046(10)00129-5	2013-10-04	2010-07-07		36
S0169-2046(10)00279-3	2014-03-07	2010-12-08		36
S0169-2046(11)00048-X	2014-05-23	2011-02-23		36
S0169-2046(11)00100-9	2014-06-22	2011-03-25		36
S0169-2046(11)00292-1	2015-01-19	2011-10-22		36
S0169-2046(12)00215-0	2015-10-22	2012-07-24		36
S0169-2046(13)00014-5	2016-06-02	2013-03-05		36
S0169-2046(13)00160-6	2016-12-06	2013-09-08		36
S0169-2046(14)00087-5	2017-08-01	2014-05-04		36
S0169-2046(14)00088-7	2017-08-01	2014-05-04		36
S0169-2046(14)00100-5	2017-09-21	2014-06-24		36
S0169-2046(14)00179-0	2017-11-25	2014-08-28		36
S0169-2046(14)00291-6	2018-03-23	2014-12-24		36
S0169-2046(15)00189-9	2018-10-21	2015-10-22	2015-10-22	36
S0169-2607(11)00263-X	2013-01-29	2011-11-01		12
S0169-2607(15)00042-5	2016-06-01	2015-03-04		12
S0169-409X(12)00323-7	2014-01-21	2012-10-23		12
S0169-409X(12)00360-2	2014-01-31	2012-11-02		12
S0169-409X(14)00188-4	2015-12-02	2014-09-03		12
S0169-409X(15)00021-6	2016-05-28	2015-03-11	2015-05-29	12
S0169-409X(15)00116-7	2016-08-18	2015-06-15	2015-08-19	12
S0169-4332(10)00701-4	2012-09-19	2010-06-22		24
S0169-4332(10)00859-7	2012-09-16	2010-06-19		24
S0169-4332(10)01328-0	2013-01-04	2010-10-07		24
S0169-4332(10)01629-6	2013-02-21	2010-11-24		24
S0169-4332(11)00152-8	2013-05-02	2011-02-02		24
S0169-4332(11)01235-9	2013-11-03	2011-08-06		24
S0169-4332(11)01887-3	2014-03-06	2011-12-07		24
S0169-4332(12)00412-6	2014-06-06	2012-03-08		24
S0169-4332(12)01509-7	2014-12-22	2012-09-23		24
S0169-4332(13)00185-2	2015-04-29	2013-01-29		24
S0169-4332(13)00245-6	2015-05-05	2013-02-04		24
S0169-4332(13)00382-6	2015-05-25	2013-02-24		24
S0169-4332(13)00543-6	2015-06-17	2013-03-19		24
S0169-4332(13)01042-8	2015-08-29	2013-05-31		24
S0169-4332(13)01954-5	2016-01-21	2013-10-23		24
S0169-4332(13)02318-0	2016-03-15	2013-12-16		24
S0169-4332(14)00267-0	2016-05-08	2014-02-08		24
S0169-4332(14)00410-3	2016-05-28	2014-02-28		24
S0169-4332(14)00755-7	2016-07-10	2014-04-12		24
S0169-4332(14)02277-6	2017-01-14	2014-10-17		24
S0169-4332(14)02920-1	2017-04-05	2015-01-06		24
S0169-4332(15)00100-2	2017-09-14	2015-01-17	2015-09-15	24
S0169-4332(16)30272-0	2018-02-21	2016-02-11	2016-02-22	24
S0169-4332(16)30760-7	2018-04-17	2016-04-06	2016-04-17	24
S0169-5002(15)30078-7	2016-12-04	2015-10-09	2015-12-05	12
S0169-5347(10)00061-3	2011-07-11	2010-04-12		12
S0169-5347(11)00324-7	2013-03-09	2011-12-10		12
S0169-5347(11)00333-8	2013-04-10	2012-01-11		12
S0169-5347(12)00120-6	2013-08-22	2012-05-24		12
S0169-5347(14)00157-8	2015-10-30	2014-08-01		12
S0169-5347(14)00206-7	2016-01-14	2014-10-16		12
S0169-5347(15)00002-6	2016-04-22	2015-01-23		12
S0169-5347(15)00123-8	2016-06-24	2015-06-08	2015-06-25	12
S0169-5347(15)00160-3	2016-08-26	2015-07-10	2015-08-27	12
S0169-5347(15)00290-6	2016-12-22	2015-12-15	2015-12-23	12
S0169-5347(15)00298-0	2017-01-20	2015-12-17	2016-01-21	12
S0169-555X(11)00338-2	2013-10-20	2011-07-23		24
S0169-555X(14)00171-8	2016-07-24	2014-04-26		24
S0169-555X(15)30131-8	2017-11-13	2015-09-01	2015-11-14	24
S0169-555X(15)30219-1	2017-12-07	2015-12-01	2015-12-08	24
S0169-7439(15)00097-0	2017-05-17	2015-04-28	2015-05-18	24
S0169-7439(16)00005-8	2018-02-02	2016-01-20	2016-02-03	24
S0169-7722(10)00036-7	2012-07-09	2010-04-11		24
S0169-7722(10)00084-7	2012-10-21	2010-07-24		24
S0169-7722(11)00062-3	2013-09-21	2011-06-24		24
S0169-7722(12)00154-4	2015-02-22	2012-11-24		24
S0169-7722(13)00097-1	2015-10-09	2013-07-11		24
