unit	doi	authors	pub_year	title	journal	volume	issue	pages	original_line
FYCS		"""Burrus, R. G., Hogsette, J. A., Kaufman, P. E., Maruniak, J. E., Simonne, A. H. and Mai, V."""	2017	Prevalence of Escherichia coli O157:H7 from house flies (Diptera: Muscidae) and dairy samples in North Central Florida	Journal of Medical Entomology	54	3	733-741	"""Burrus, R. G., Hogsette, J. A., Kaufman, P. E., Maruniak, J. E., Simonne, A. H. and Mai, V.""|2017|Prevalence of Escherichia coli O157:H7 from house flies (Diptera: Muscidae) and dairy samples in North Central Florida|Journal of Medical Entomology|54|3|733-741|Journal Article|||FYCS|"
WildEco	10.1007/s13157-017-0900-x	"""Burtner, B. F. and Frederick, P. C."""	2017	Attraction of Nesting Wading Birds to Alligators (Alligator mississippiensis). Testing the 'Nest Protector' Hypothesis	Wetlands	37	4	697-704	"""Burtner, B. F. and Frederick, P. C.""|2017|Attraction of Nesting Wading Birds to Alligators (Alligator mississippiensis). Testing the 'Nest Protector' Hypothesis|Wetlands|37|4|697-704|Journal Article||10.1007/s13157-017-0900-x|WildEco|"
SFRC	10.1016/j.fishres.2017.02.007	"""Butler, M. J., Behringer, D. C. and Valentine, M. M."""	2017	"""Commercial sponge fishery impacts on the population dynamics of sponges in the Florida Keys, FL (USA)"""	Fisheries Research	190		113-121	"""Butler, M. J., Behringer, D. C. and Valentine, M. M.""|2017|""Commercial sponge fishery impacts on the population dynamics of sponges in the Florida Keys, FL (USA)""|Fisheries Research|190||113-121|Journal Article||10.1016/j.fishres.2017.02.007|SFRC|"
WildEco		"""Button, S. T., Greenberg, C. H. and Austin, J. D."""	2017	Anolis carolinensis (green anole). Diet.	Herpetological Review	48		633-634	"""Button, S. T., Greenberg, C. H. and Austin, J. D.""|2017|Anolis carolinensis (green anole). Diet.|Herpetological Review|48||633-634|Journal Article|""Appears in: NATURAL HISTORY NOTES. (2017). Herpetological Review, 48(3), 596-687""||WildEco|"
ABE	10.18687/LACCEI2017.1.1.467	"""Buxy, S., Diltz, R. and Pullammanappallil, P."""	2017	"""Enzymatic saccharification of dilute acid pretreated saline microalgae, Nannochloropsis Oculata"""	"""The Summit of Engineering for the Americas: XV LACCEI International Multi-conference for Engineering, Education and Technology"""			"""Paper #467, 6 pp"""	"""Buxy, S., Diltz, R. and Pullammanappallil, P.""|2017|""Enzymatic saccharification of dilute acid pretreated saline microalgae, Nannochloropsis Oculata""|""The Summit of Engineering for the Americas: XV LACCEI International Multi-conference for Engineering, Education and Technology""|||""Paper #467, 6 pp""|Conference Proceedings|Ineligible: not an article|10.18687/LACCEI2017.1.1.467|ABE|"
IndianRiv_REC	10.1016/j.apsoil.2017.09.009	"""Buyer, J. S., Baligar, V. C., He, Z. L. and Arevalo-Gardini, E."""	2017	Soil microbial communities under cacao agroforestry and cover crop systems in Peru	Applied Soil Ecology	120		273-280	"""Buyer, J. S., Baligar, V. C., He, Z. L. and Arevalo-Gardini, E.""|2017|Soil microbial communities under cacao agroforestry and cover crop systems in Peru|Applied Soil Ecology|120||273-280|Journal Article||10.1016/j.apsoil.2017.09.009|IndianRiv_REC|"
MicroCell	10.3389/fmicb.2017.01470	"""Cacho, N. T., Harrison, N. A., Parker, L. A., Padgett, K. A., Lemas, D. J., Marcial, G. E., Li, N., Carr, L. E., Neu, J. and Lorca, G. L."""	2017	Personalization of the Microbiota of Donor Human Milk with Mother's Own Milk	Frontiers in Microbiology	8			"""Cacho, N. T., Harrison, N. A., Parker, L. A., Padgett, K. A., Lemas, D. J., Marcial, G. E., Li, N., Carr, L. E., Neu, J. and Lorca, G. L.""|2017|Personalization of the Microbiota of Donor Human Milk with Mother's Own Milk|Frontiers in Microbiology|8|||Journal Article||10.3389/fmicb.2017.01470|MicroCell|"
Trop_REC	10.3390/insects8030093	"""Calibeo, D., Oi, F., Oi, D. and Mannion, C."""	2017	Insecticides for Suppression of Nylanderia fulva	Insects	8	3		"""Calibeo, D., Oi, F., Oi, D. and Mannion, C.""|2017|Insecticides for Suppression of Nylanderia fulva|Insects|8|3||Journal Article||10.3390/insects8030093|Trop_REC|"
EntNem	10.3390/insects8030093	"""Calibeo, D., Oi, F., Oi, D. and Mannion, C."""	2017	Insecticides for Suppression of Nylanderia fulva	Insects	8	3	15	"""Calibeo, D., Oi, F., Oi, D. and Mannion, C.""|2017|Insecticides for Suppression of Nylanderia fulva|Insects|8|3|15|Journal Article||10.3390/insects8030093|EntNem|"
EntNem		"""Callis-Duehl, K. L., Mcauslane, H. J., Duehl, A. J. and Levey, D. J."""	2017	The Effects of Silica Fertilizer as an Anti-Herbivore Defense in Cucumber	Journal of Horticultural Research	25	1	89-98	"""Callis-Duehl, K. L., Mcauslane, H. J., Duehl, A. J. and Levey, D. J.""|2017|The Effects of Silica Fertilizer as an Anti-Herbivore Defense in Cucumber|Journal of Horticultural Research|25|1|89-98|Journal Article|||EntNem|"
EntNem	10.1093/ee/nvx050	"""Camargo, C., Hunt, T. E., Giesler, L. J. and Siegfried, B. D."""	2017	Thiamethoxam Toxicity and Effects on Consumption Behavior in Orius insidiosus (Hemiptera: Anthocoridae) on Soybean	Environmental Entomology	46	3	693-699	"""Camargo, C., Hunt, T. E., Giesler, L. J. and Siegfried, B. D.""|2017|Thiamethoxam Toxicity and Effects on Consumption Behavior in Orius insidiosus (Hemiptera: Anthocoridae) on Soybean|Environmental Entomology|46|3|693-699|Journal Article||10.1093/ee/nvx050|EntNem|"
MicroCell	10.1016/bs.agron.2016.10.003	"""Camargo, F. a. O., Silva, L. S., Merten, G. H., Carlos, F. S., Baveye, P. C. and Triplett, E. W."""	2017	Chapter Two-Brazilian Agriculture in Perspective: Great Expectations vs Reality	Advances in Agronomy	141		53-114	"""Camargo, F. a. O., Silva, L. S., Merten, G. H., Carlos, F. S., Baveye, P. C. and Triplett, E. W.""|2017|Chapter Two-Brazilian Agriculture in Perspective: Great Expectations vs Reality|Advances in Agronomy|141||53-114|Journal Article||10.1016/bs.agron.2016.10.003|MicroCell|"
SFRC	10.1016/j.fishres.2016.05.031	"""Camp, E. V., Larkin, S. L., Ahrens, R. N. M. and Lorenzen, K."""	2017	Trade-offs between socioeconomic and conservation management objectives in stock enhancement of marine recreational fisheries	Fisheries Research	186		446-459	"""Camp, E. V., Larkin, S. L., Ahrens, R. N. M. and Lorenzen, K.""|2017|Trade-offs between socioeconomic and conservation management objectives in stock enhancement of marine recreational fisheries|Fisheries Research|186||446-459|Journal Article|New Faculty: Camp SFRC|10.1016/j.fishres.2016.05.031|SFRC|"
Trop_REC	10.1094/PHYTO-02-16-0072-R	"""Campbell, A. S., Ploetz, R. C. and Rollins, J. A."""	2016	"""Comparing Avocado, Swamp Bay, and Camphortree as Hosts of Raffaelea lauricola Using a Green Fluorescent Protein (GFP)-Labeled Strain of the Pathogen"""	Phytopathology	107	1	70-74	"""Campbell, A. S., Ploetz, R. C. and Rollins, J. A.""|2016|""Comparing Avocado, Swamp Bay, and Camphortree as Hosts of Raffaelea lauricola Using a Green Fluorescent Protein (GFP)-Labeled Strain of the Pathogen""|Phytopathology|107|1|70-74|Journal Article||10.1094/PHYTO-02-16-0072-R|Trop_REC|"
MidFL_REC		"""Campbell, B., Khachatryan, H. and Rihn, A."""	2017	Pollinator Friendly Plants: Reasons for and Barriers to Purchase	HortTechnology	27	6	1-9	"""Campbell, B., Khachatryan, H. and Rihn, A.""|2017|Pollinator Friendly Plants: Reasons for and Barriers to Purchase|HortTechnology|27|6|1-9|Journal Article|||MidFL_REC|"
EntNem		"""Campbell, J., Smithers, C., Irvin, A., Kimmel, C., Stanley-Stahr, C., Daniels, J. and Ellis, J."""	2017	Trap Nesting Wasps and Bees in Agriculture: A Comparison of Sown Wildflower and Fallow Plots in Florida	Insects	8	4	107	"""Campbell, J., Smithers, C., Irvin, A., Kimmel, C., Stanley-Stahr, C., Daniels, J. and Ellis, J.""|2017|Trap Nesting Wasps and Bees in Agriculture: A Comparison of Sown Wildflower and Fallow Plots in Florida|Insects|8|4|107|Journal Article|||EntNem|"
EntNem		"""Campbell, J. W., Obrien, J., Irvin, J. H., Kimmel, C. B., Daniels, J. C. and Ellis, J. D."""	2017	Managed bumble bees (Bombus impatiens) (Hymenoptera: Apidae) caged with blueberry bushes at high density did not increase fruit set or fruit weight compared to open pollination.	Environmental Entomology	46	2	237-242	"""Campbell, J. W., Obrien, J., Irvin, J. H., Kimmel, C. B., Daniels, J. C. and Ellis, J. D.""|2017|Managed bumble bees (Bombus impatiens) (Hymenoptera: Apidae) caged with blueberry bushes at high density did not increase fruit set or fruit weight compared to open pollination.|Environmental Entomology|46|2|237-242|Journal Article|||EntNem|"
EnvHort		"""Campbell-Martnez, G., Thetford, M., Miller, D. and Prez, H."""	2017	"""Follicle maturity, seed size, temperature and photoperiod effects on seed germination of Asclepias humistrata (sandhill milkweed)"""	Seed Science and Technology	45	3	523-539	"""Campbell-Martnez, G., Thetford, M., Miller, D. and Prez, H.""|2017|""Follicle maturity, seed size, temperature and photoperiod effects on seed germination of Asclepias humistrata (sandhill milkweed)""|Seed Science and Technology|45|3|523-539|Journal Article|||EnvHort|"
West_REC	10.15258/sst.2017.45.3.10	"""Campbell-Martinez, G., Thetford, M., Miller, D. and Perez, H. E."""	2017	"""Follicle maturity, seed size, temperature and photoperiod effects on seed germination ofAsclepias humistrata(sandhill milkweed)"""	Seed Science and Technology	45	3	17 pages	"""Campbell-Martinez, G., Thetford, M., Miller, D. and Perez, H. E.""|2017|""Follicle maturity, seed size, temperature and photoperiod effects on seed germination ofAsclepias humistrata(sandhill milkweed)""|Seed Science and Technology|45|3|17 pages|Journal Article||10.15258/sst.2017.45.3.10|West_REC|"
MicroCell	10.1016/j.str.2017.04.002	"""Cao, S. Y., Engilberge, S., Girard, E., Gabel, F., Franzetti, B. and Maupin-Furlow, J. A."""	2017	Structural Insight into Ubiquitin-Like Protein Recognition and Oligomeric States of JAMM/MPNI+ Proteases	Structure	25	6	823-+	"""Cao, S. Y., Engilberge, S., Girard, E., Gabel, F., Franzetti, B. and Maupin-Furlow, J. A.""|2017|Structural Insight into Ubiquitin-Like Protein Recognition and Oligomeric States of JAMM/MPNI+ Proteases|Structure|25|6|823-+|Journal Article||10.1016/j.str.2017.04.002|MicroCell|"
SoilWater	10.1021/acs.est.7b03028	"""Cao, Y., Sun, D., Ai, H., Mei, H., Liu, X., Sun, S., Xu, G., Liu, Y., Chen, Y. and Ma, L. Q."""	2017	Knocking Out OsPT4 Gene Decreases Arsenate Uptake by Rice Plants and Inorganic Arsenic Accumulation in Rice Grains	Environmental Science & Technology	51	21	12131-12138	"""Cao, Y., Sun, D., Ai, H., Mei, H., Liu, X., Sun, S., Xu, G., Liu, Y., Chen, Y. and Ma, L. Q.""|2017|Knocking Out OsPT4 Gene Decreases Arsenate Uptake by Rice Plants and Inorganic Arsenic Accumulation in Rice Grains|Environmental Science & Technology|51|21|12131-12138|Journal Article||10.1021/acs.est.7b03028|SoilWater|"
Gulf_REC	10.3390/ijms18040712	"""Cao, Z. and Deng, Z."""	2017	"""De Novo Assembly, Annotation, and Characterization of Root Transcriptomes of Three Caladium Cultivars with a Focus on Necrotrophic Pathogen Resistance/Defense-Related Genes"""	International Journal ofMolecular Sciences	18	4		"""Cao, Z. and Deng, Z.""|2017|""De Novo Assembly, Annotation, and Characterization of Root Transcriptomes of Three Caladium Cultivars with a Focus on Necrotrophic Pathogen Resistance/Defense-Related Genes""|International Journal ofMolecular Sciences|18|4||Journal Article||10.3390/ijms18040712|Gulf_REC|"
Gulf_REC	10.1038/hortres.2016.67	"""Cao, Z., Sui, S., Yang, Q. and Deng, Z."""	2017	"""A single gene controls leaf background color in caladium (Araceae) and is tightly linked to genes for leaf main vein color, spotting and rugosity"""	Horticulture Research	4		16067	"""Cao, Z., Sui, S., Yang, Q. and Deng, Z.""|2017|""A single gene controls leaf background color in caladium (Araceae) and is tightly linked to genes for leaf main vein color, spotting and rugosity""|Horticulture Research|4||16067|Journal Article||10.1038/hortres.2016.67|Gulf_REC|"
EntNem		"""Capinera, J. L."""	2017	"""Biology and dietary of an invasive snail, Allopeas gracile (Hutton, 1834) (Gastropoda: Subulinidae)."""	Florida Entomol.	100	3	116-123	"""Capinera, J. L.""|2017|""Biology and dietary of an invasive snail, Allopeas gracile (Hutton, 1834) (Gastropoda: Subulinidae).""|Florida Entomol.|100|3|116-123|Journal Article|||EntNem|"
Range_REC	10.2527/jas2016.0934	"""Caramalac, L. S., Netto, A. S., Martins, P., Moriel, P., Ranches, J., Fernandes, H. J. and Arthington, J. D."""	2017	"""Effects of hydroxychloride sources of copper, zinc, and manganese on measures of supplement intake, mineral status, and pre- and postweaning performance of beef calves"""	Journal of Animal Science	95	4	1739-1750	"""Caramalac, L. S., Netto, A. S., Martins, P., Moriel, P., Ranches, J., Fernandes, H. J. and Arthington, J. D.""|2017|""Effects of hydroxychloride sources of copper, zinc, and manganese on measures of supplement intake, mineral status, and pre- and postweaning performance of beef calves""|Journal of Animal Science|95|4|1739-1750|Journal Article||10.2527/jas2016.0934|Range_REC|"
WildEco		"""Crdenas?Posada, G., Cadena, C. D., Blake, J. G. and Loiselle, B. A."""	2017	"""Display behaviour, social organization and vocal repertoire of Blue?backed Manakin Chiroxiphia pareola napensis in northwest Amazonia"""	Ibis				"""Crdenas?Posada, G., Cadena, C. D., Blake, J. G. and Loiselle, B. A.""|2017|""Display behaviour, social organization and vocal repertoire of Blue?backed Manakin Chiroxiphia pareola napensis in northwest Amazonia""|Ibis||||Journal Article|||WildEco|"
EntNem	10.2174/0929867324666170206130024	"""Carlier, P. R., Bloomquist, J. R., Totrov, M. and Li, J. Y."""	2017	Discovery of Species-selective and Resistance-breaking Anticho-linesterase Insecticides for the Malaria Mosquito	Current Medicinal Chemistry	24	27	2946-2958	"""Carlier, P. R., Bloomquist, J. R., Totrov, M. and Li, J. Y.""|2017|Discovery of Species-selective and Resistance-breaking Anticho-linesterase Insecticides for the Malaria Mosquito|Current Medicinal Chemistry|24|27|2946-2958|Journal Article||10.2174/0929867324666170206130024|EntNem|"
ABE	10.1016/j.scitotenv.2016.09.105	"""Carluer, N., Lauvernet, C., Noll, D. and Munoz-Carpena, R."""	2017	Defining context-specific scenarios to design vegetated buffer zones that limit pesticide transfer via surface runoff	Science of The Total Environment	575		701-712	"""Carluer, N., Lauvernet, C., Noll, D. and Munoz-Carpena, R.""|2017|Defining context-specific scenarios to design vegetated buffer zones that limit pesticide transfer via surface runoff|Science of The Total Environment|575||701-712|Journal Article||10.1016/j.scitotenv.2016.09.105|ABE|"
EntNem	10.1016/j.ttbdis.2016.11.003	"""Carnohan, L. P., Kaufman, P. E., Allan, S. A., Gezan, S. A. and Weeks, E. N. I."""	2017	Laboratory and field evaluation of brown dog tick behavioral responses to potential semiochemicals	Ticks and Tick-Borne Diseases	8	2	226-234	"""Carnohan, L. P., Kaufman, P. E., Allan, S. A., Gezan, S. A. and Weeks, E. N. I.""|2017|Laboratory and field evaluation of brown dog tick behavioral responses to potential semiochemicals|Ticks and Tick-Borne Diseases|8|2|226-234|Journal Article||10.1016/j.ttbdis.2016.11.003|EntNem|"
SFRC	10.1016/j.ttbdis.2016.11.003	"""Carnohan, L. P., Kaufman, P. E., Allan, S. A., Gezan, S. A. and Weeks, E. N. I."""	2017	Laboratory and field evaluation of brown dog tick behavioral responses to potential semiochemicals	Ticks and Tick-Borne Diseases	8	2	226-234	"""Carnohan, L. P., Kaufman, P. E., Allan, S. A., Gezan, S. A. and Weeks, E. N. I.""|2017|Laboratory and field evaluation of brown dog tick behavioral responses to potential semiochemicals|Ticks and Tick-Borne Diseases|8|2|226-234|Journal Article||10.1016/j.ttbdis.2016.11.003|SFRC|"
AniSci	10.2527/af.2017.0438	"""Carr, C. C., Scheffler, J. M. and Johnson, D. D."""	2017	Categorizing processing via the Meat Science Lexicon	Animal Frontiers	7	4	19-24	"""Carr, C. C., Scheffler, J. M. and Johnson, D. D.""|2017|Categorizing processing via the Meat Science Lexicon|Animal Frontiers|7|4|19-24|Journal Article||10.2527/af.2017.0438|AniSci|"
Trop_REC	10.4236/ajps.2017.83038	"""Carrillo, D., Roda, A., Sarmiento, C., Monterroso, A., Wei, X., Narvaez, T. I., Crawford, J., Guyton, W., Flinn, A., Pybas, D. and Bailey, W. D."""	2017	Impact of Oriental Fruit Fly Postharvest Treatments on Avocado	American Journal of Plant Sciences	8	3	12	"""Carrillo, D., Roda, A., Sarmiento, C., Monterroso, A., Wei, X., Narvaez, T. I., Crawford, J., Guyton, W., Flinn, A., Pybas, D. and Bailey, W. D.""|2017|Impact of Oriental Fruit Fly Postharvest Treatments on Avocado|American Journal of Plant Sciences|8|3|12|Journal Article||10.4236/ajps.2017.83038|Trop_REC|"
AniSci	10.1177/1753425916678472	"""Carroll, J. A., Burdick Sanchez, N. C., Arthingon, J. D., Nelson, C. D., Benjamin, A. L., Korkmaz, F. T., Kerr, D. E. and Lancaster, P. A."""	2017	In utero exposure to LPS alters the postnatal acute-phase response in beef heifers	Innate Immun.	23	1	97-108	"""Carroll, J. A., Burdick Sanchez, N. C., Arthingon, J. D., Nelson, C. D., Benjamin, A. L., Korkmaz, F. T., Kerr, D. E. and Lancaster, P. A.""|2017|In utero exposure to LPS alters the postnatal acute-phase response in beef heifers|Innate Immun.|23|1|97-108|Journal Article||10.1177/1753425916678472|AniSci|"
