Authors	Year	Title	Journal Name	Vol	Issue	Pages	Reference Type	Research notes	doi 	IFAS Unit
"Hamido, S. A., Wood, C. and Guertal, E."	2016	Carbon Sequestration under Warm Season Turfgrasses in Home Lawns	Journal of Geoscience and Environment Protection	4		53-63	Journal Article		10.4236/gep.2016.49005	West FL REC
"Hamido, S. A., Wood, C. W. and Guertal, E. A."	2016	Carbon Dioxide Flux from Bermudagrass Turf as Affected by Nitrogen Rate	Agronomy Journal	108	3	1000-1006	Journal Article		10.2134/agronj2015.0498	West FL REC
"Han, Y. and Penagaricano, F."	2016	Unravelling the genomic architecture of bull fertility in Holstein cattle	Bmc Genetics	17		"143, 1-11"	Journal Article		10.1186/s12863-016-0454-6	Animal Sci
"Han, Y. H., Yang, G. M., Fu, J. W., Guan, D. X., Chen, Y. S. and Ma, L. Q."	2016	Arsenic-induced plant growth of arsenic-hyperaccumulator Pteris vittata: Impact of arsenic and phosphate rock	Chemosphere	149		366-372	Journal Article	yes	10.1016/j.chemosphere.2016.01.118	
"Hansen, P. J., Dobbs, K. B., Denicol, A. C. and Siqueira, L. G."	2016	Sex and the preimplantation embryo: implications of sexual dimorphism in the preimplantation period for maternal programming of embryonic development	Cell Tissue Res	363	1	237-47	Journal Article		10.1007/s00441-015-2287-4	Animal Sci
"Hansen, Z. R., Everts, K. L., Fry, W. E., Gevens, A. J., Grunwald, N. J., Gugino, B. K., Johnson, D. A., Johnson, S. B., Judelson, H. S., Knaus, B. J., Mcgrath, M. T., Myers, K. L., Ristaino, J. B., Roberts, P. D., Secor, G. A. and Smart, C. D."	2016	"Genetic Variation within Clonal Lineages of Phytophthora infestans Revealed through Genotyping-By-Sequencing, and Implications for Late Blight Epidemiology"	Plos One	11	11	22	Journal Article		10.1371/journal.pone.0165690	
"Hanson, A. D., Beaudoin, G. A., Mccarty, D. R. and Gregory, J. F."	2016	Does abiotic stress cause functional B vitamin deficiency?	Plant Physiology	172	4	2082-2097	Journal Article			
"Hao, M. A., Hai-Yan, J. I. and Lee, W. S."	2016	Identification of the Citrus Greening Disease Using Spectral and Textural Features Based on Hyperspectral Imaging	Spectroscopy and Spectral Analysis	36	7	2344-2350	Journal Article		10.3964/j.issn.1000-0593(2016)07-2344-07	ABE
"Harder, A., Zelaya, P. and Roberts, T. G."	2016	Extension Agents’ Perceptions of a Blended Approach to Onboarding	Journal of Agricultural Education	57	4	44-53	Journal Article		https://doi.org/10.5032/jae.2016.04044	Ag Ed
"Harman-Ware, A. E., Sykes, R., Peter, G. F. and Davis, M."	2016	Determination of terpenoid content in pine by organic solvent extraction and fast-GC analysis.		4		2	Generic		10.3389/fenrg.2016.00002	
"Harper, S. J. and Cowell, S. J."	2016	The past and present status of Citrus tristeza virus in Florida	Journal of Citrus Pathology	3	1	Article 32387	Journal Article		http://escholarship.org/uc/item/9q22m433	Citrus REC
"Harper, S. J., Killiny, N., Tatineni, S., Gowda, S., Cowell, S. J., Shilts, T. and Dawson, W. O."	2016	Sequence variation in two genes determines the efficacy of transmission of citrus tristeza virus by the brown citrus aphid	Archives of Virology	161	12	3555-3559	Journal Article		10.1007/s00705-016-3070-x	Citrus REC
"Harris, V., Bedard, K., Moen, D. and Álvarez-Pérez, P."	2016	"The role of friendship, trust, and love in happy German marriages"	Marriage and Family Review	52	3	262-304	Journal Article			FYCS
"Harris, V., Speegle, K. and Schmeer, A."	2016	Teaching as an intervention: Evaluating 9 skills of communication in an Extension learning environment.	Journal of Human Sciences and Extension	4	1	139-158	Journal Article			FYCS
"Harrison R.D., S., R., Brodie, J.F., Brook, S., Luskin, M., O'kelly, H., Rao, M., Scheffers, B., Velho, N."	2016	Impacts of hunting on tropical forests in Southeast Asia.	Conservation Biology	30	5	972-981	Journal Article		10.1111/cobi.12785	
"Harvey, R. G., Briggs-Gonzalez, V. and Mazzotti, F. J."	2016	Conservation payments in a social context: determinants of tolerance and behavioural intentions towards wild cats in northern Belize	Oryx			doi:  10.1017/S0030605316000545	Journal Article	First view - peer review confirmed in pdf - https://doi.org/10.1017/S0030605316000545	10.1017/S0030605316000545	Ft Lauderdale REC
"Harwood, C. H., Gill, R. E. Jr., Powell, A. N."	2016	Nesting ecology of Whimbrels in boreal Alaska	Wader Study	123	2	99-113	Journal Article		10.18194/ws.00037	
"Havelaar, A. H. and Swart, A."	2016	Impact of waning acquired immunity and asymptomatic infections on case-control studies for enteric pathogens	Epidemics	17		56-63	Journal Article		10.1016/j.epidem.2016.11.004	Animal Sci
"Havens, K., Paerl, H., Phlips, E. J., Zhu, M., Beaver, J. and Srifa, A."	2016	Extreme weather events and climate variability provide a lens into how shallow lakes may respond to climate change	Water	8		229	Journal Article		10.3390/w8060229	
"Havens, K. E., Fulton, R. S., Iii, Beaver, J. R., Samples, E. E. and Colee, J."	2016	Effects of climate variability on cladoceran zooplankton and cyanobacteria in a shallow subtropical lake	Journal of Plankton Research	38	3	418-430	Journal Article		10.1093/plankt/fbw009	
"He, C., Yu, C. R., Mattapallil, M. J., Sun, L., Larkin, J. and Egwuagu, C. E."	2016	SOCS1 Mimetic Peptide Suppresses Chronic Intraocular Inflammatory Disease (Uveitis)	Mediators of Inflammation			15	Journal Article		10.1155/2016/2939370	
"He, R. W., Li, Y. Z., Xiang, P., Li, C., Zhou, C. Y., Zhang, S. J., Cui, X. Y. and Ma, L. Q."	2016	Organophosphorus flame retardants and phthalate esters in indoor dust from different microenvironments: Bioaccessibility and risk assessment	Chemosphere	150		528-535	Journal Article	yes	10.1016/j.chemosphere.2015.10.087	
"He, X. Y., Du, X. Z., Zang, X. Y., Dong, L. L., Gu, Z. J., Cao, L. P., Chen, D. F., Keyhani, N. O., Yao, L. D., Qiu, J. Z. and Guan, X."	2016	"Extraction, identification and antimicrobial activity of a new furanone, grifolaone A, from Grifola frondosa"	Natural Product Research	30	8	941-947	Journal Article		10.1080/14786419.2015.1081197	
"He, Z., Luo, L., Keyhani, N. O., Yu, X., Ying, S. and Zhang, Y."	2016	The C-terminal MIR-containing region in the Pmt1 O-mannosyltransferase restrains sporulation and is dispensable for virulence in Beauveria bassiana	Applied microbiology and biotechnology	101	3	1143-1161	Journal Article			
"Healy, R. A., Zurier, H., Bonito, G., Smith, M. E. and Pfister, D. H."	2016	"Mycorrhizal detection of native and non-native truffles in a historic arboretum and the discovery of a new North American species, Tuber arnoldianum sp. nov"	Mycorrhiza	26	7	781-792	Journal Article			
"Heath-Heckman, E. a. C., Foster, J., Apicella, M. A., Goldman, W. E. and Mcfall-Ngai, M."	2016	Environmental cues and symbiont microbe-associated molecular patterns function in concert to drive the daily remodelling of the crypt-cell brush border of the Euprymna scolopes light organ	Cellular Microbiology	18	11	1642-1652	Journal Article		10.1111/cmi.12602	
"Heck, M. J., Pehlivanovic, M., Purcell, J. U., Hahn, D. A. and Hatle, J. D."	2016	Life-extending Dietary Restriction Reduces Oxidative Damage of Proteins in Grasshoppers but Does Not Alter Allocation of Ingested Nitrogen to Somatic Tissues	The Journals of Gerontology Series A: Biological Sciences and Medical Sciences	00	00	doi: 10.1093/gerona/glw094	Journal Article			Ent/Nem
"Heinemann, A. B., Ramirez-Villegas, J., Souza, T., Didonet, A. D., Di Stefano, J. G., Boote, K. J. and Jarvis, A."	2016	Drought impact on rainfed common bean production areas in Brazil	Agricultural and Forest Meteorology	225		57-74	Journal Article		10.1016/j.agrformet.2016.05.010	Agronomy
"Heinert, S. and Roberts, T. G."	2016	Factors Motivating Students to Respond to Online Course Evaluations in the College of Agricultural and Life Sciences at the University of Florida	NACTA Journal	60	2	189-194	Journal Article			Ag Ed
"Heinert, S. B. and Roberts, T. G."	2016	"Globalizing the undergraduate experience in agricultural leadership, education, extension, and communication"	Journal of Agricultural Education	57	1	42-55	Journal Article		10.5032/jae.2016.01042	Ag Ed
"Henkel, T., Obase, K., Husbands, D., Uehling, J., Bonito, G., Aime, M. and Smith, M."	2016	"New Boletaceae taxa from Guyana: Binderoboletus segoi gen. and sp. nov., Guyanaporus albipodus gen. and sp. nov., Singerocomus rubriflavus gen. and sp. nov., and a new combination for Xerocomus inundabilis"	Mycologia	108	1	157-173	Journal Article		10.3852/15-075	
"Henry, C. S., Lerma-Ortiz, C., Gerdes, S. Y., Mullen, J. D., Colasanti, R., Zhukov, A., Frelin, O., Thiaville, J. J., Zallot, R., Niehaus, T. D., Hasnain, G., Conrad, N., Hanson, A. D. and De Crecy-Lagard, V."	2016	Systematic identification and analysis of frequent gene fusion events in metabolic pathways	BMC Genomics	17		Article 473	Journal Article		10.1186/s12864-016-2782	
"Hensley, R. T. and Cohen, M. J."	2016	On the emergence of diel solute signals in flowing waters	Water Resources Research	52	2	759-772	Journal Article		10.1002/2015wr017895	
"Heo, W. and Nobre, L."	2016	"An Estimate of the Mediation Effect of Risk Tolerance among Marital Status, Gender, and Investing Behavior"	International Journal of Human Ecology	17	1	1-14	Journal Article			FYCS
"Heo, W., Nobre, L. H. N., Grable, J. E. and Ruiz-Menjivar, J."	2016	What Role Does Financial Risk Tolerance Play in Mediating Investing Behavior?	Journal of Financial Service Professionals	70	5	42-52	Journal Article			FYCS
"Hepowit, N. L., De Vera, I. M. S., Cao, S. Y., Fu, X., Wu, Y. F., Uthandi, S., Chavarria, N. E., Englert, M., Su, D., Soll, D., Kojetin, D. J. and Maupin-Furlow, J. A."	2016	Mechanistic insight into protein modification and sulfur mobilization activities of noncanonical E1 and associated ubiquitin-like proteins of Archaea	Febs Journal	283	19	3567-3586	Journal Article		10.1111/febs.13819	
"Her, Y. and Heatwole, C."	2016	Comparing impacts of parameter and spatial data uncertainty for a grid-based distributed watershed model	Journal of Hydroinformatics	18	6	961-974	Journal Article			ABE
"Hernandez, I. M., Santos, B. M., Stanley, C. D. and Zhao, X."	2016	Comparison of freeze protection methods for strawberry production in Florida	International Journal of Fruit Science	16	1	103-112	Journal Article			
"Hernandez-Restrepo, M., Groenewald, J. Z., Elliott, M. L., Canning, G., Mcmillan, V. E. and Crous, P. W."	2016	Take-all or Nothing	Studies in Mycology	83		19-48	Journal Article		10.1016/j.simyco.2016.06.002	Ft Lauderdale REC
"Herzig, G., Aydin, M., Dunigan, S., Shah, P., Jeong, K., Park, S., Ricke, S. and Ahn, S."	2016	Magnetic Bead-Based Immunoassay Coupled with Tyramide Signal Amplification for Detection of Salmonella in Foods	Journal of Food Safety	36	3	383-391	Journal Article		10.1111/jfs.12255	Food Sci & Nutr
"Hess, A. J., Itgen, M. W., Firneno, T. J., Nifong, J. C. and Townsend, J. H."	2016	Microsympatry in cryptic lowland salamanders (Caudata: Plethodontidae: Bolitoglossa subgenus Nanotriton) from northwestern Honduras: Implications for taxonomy and regional biogeography	Journal of Zoological Systematics and Evolutionary Research			doi: 10.1111/jzs.12151	Journal Article		10.1111/jzs.12151	
"Hijaz, F. and Killiny, N."	2016	A gas chromatography-mass spectrometry method for the determination of delta-aminolevulinic acid in plant leaves	Journal of Chromatography A	1447		57-63	Journal Article		10.1016/j.chroma.2016.04.041	Citrus REC
"Hijaz, F., Lu, Z. and Killiny, N."	2016	"Effect of host-plant and infection with 'Candidatus Liberibacter asiaticus' on honeydew chemical composition of the Asian citrus psyllid, Diaphorina citri"	Entomologia Experimentalis Et Applicata	158	1	34-43	Journal Article		10.1111/eea.12377	Citrus REC
"Hijaz, F., Manthey, J. A., Van Der Merwe, D. and Killiny, N."	2016	"Nucleotides, micro- and macro-nutrients, limonoids, flavonoids, and hydroxycinnamates composition in the phloem sap of sweet orange"	Plant Signaling & Behavior	11	6	11	Journal Article		10.1080/15592324.2016.1183084	Citrus REC
"Hijaz, F., Nehela, Y. and Killiny, N."	2016	Possible role of plant volatiles in tolerance against huanglongbing in citrus	Plant Signaling & Behavior	11	3	12	Journal Article		10.1080/15592324.2016.1138193	Citrus REC
"Hill, J. C., Lynne-Landsman, S. D., Graber, J. A. and Johnson, K. J."	2016	"Evaluating a pregnancy and STI prevention programme in rural, at-risk, middle school girls in the USA"	Health Education Journal	75	7	882-894	Journal Article		10.1177/0017896916644845	FYCS
"Hill, J. E."	2016	Collapse of a reproducing population of non-native African jewelfish ( Hemichromis letourneuxi) in a Florida lake	"NeoBiota, "	29	35-52	Journal Article				
"Hoang, N. H., Kane, M. E., Radcliffe, E. N., Zettler, L. W. and Richardson, L. W."	2016	"Comparative seed germination and seedling development of the ghost orchid, Dendrophylax lindenii (Orchidaceae), and molecular identification of its mycorrhizal fungus from South Florida"	Annals of Botany	119	3	379-393	Journal Article		10.1093/aob/mcw220	Env Hort
"Hochmair, H. H."	2016	Spatiotemporal Pattern Analysis of Taxi Trips in New York City	"Transportation Research Record, 10.3141/2542-06"	2542	45-56	Journal Article		10.3141/2542-06	Ft Lauderdale REC	
"Hoffmann, H., Zhao, G., Asseng, S., Bindi, M., Biernath, C., Constantin, J., Coucheney, E., Dechow, R., Doro, L., Eckersten, H., Gaiser, T., Grosz, B., Heinlein, F., Kassie, B. T., Kersebaum, K. C., Klein, C., Kuhnert, M., Lewan, E., Moriondo, M., Nendel, C., Priesack, E., Raynal, H., Roggero, P. P., Rotter, R. P., Siebert, S., Specka, X., Tao, F., Teixeira, E., Trombi, G., Wallach, D., Weihermueller, L., Yeluripati, J. and Ewert, F."	2016	Impact of spatial soil and climate input data aggregation on regional yield simulations	Plos One	11	4	23 pp	Journal Article		10.1371/journal.pone.0151782	ABE
"Holdcraft, R., Rodriguez-Saona, C. and Stelinski, L. L."	2016	Pheromone Autodetection: Evidence and Implications	Insects	7	2	doi: 10.3390/insects7020017	Journal Article		10.3390/insects7020017	Citrus REC
"Holladay, B. H., Willett, D. S. and Stelinski, L. L."	2016	High throughput nematode counting with automated image processing	Biocontrol	61	2	177-183	Journal Article		10.1007/s10526-015-9703-2	Citrus REC
"Holt, N. and Shukla, S."	2016	Transforming the plasticulture production system through novel beg geometry design	Transactions of the Asabe	59	3	993-1003	Journal Article		10.13031/trans.59.11408	
"Horacek, T. M., Dede Yildirim, E., Kattelmann, K., Brown, O., Byrd-Bredbenner, C., Colby, S., Greene, G., Hoerr, S., Kidd, T., Koenings, M. M., Morrell, J., Olfert, M. D., Phillips, B., Shelnutt, K. and White, A."	2016	"Path Analysis of Campus Walkability/Bikeability and College Students' Physical Activity Attitudes, Behaviors, and Body Mass Index"	Am J Health Promot			doi: 10.1177/0890117116666357	Journal Article		10.1177/0890117116666357	
"Horvath, K., Fernandez, M. and Miller-Cushon, E. K."	2016	The effect of feeding enrichment in the milk-feeding stage on the cognition of dairy calves in a T-maze	Applied Animal Behaviour Science	187		8-14	Journal Article		http://dx.doi.org/10.1016/j.applanim.2016.11.016	Animal Sci
"Hotaling-Hagen, A., Swett, R., Ellis, L. R. and Frazer, T. K."	2016	A spatial model to improve site selection for seagrass restoration in shallow boating environments	Journal of Environmental Management	186	Part 1	42-54	Journal Article			
"House, A. M. and Warren, L. K."	2016	Nutritional management of recurrent colic and colonic impactions	Equine Veterinary Education	28	3	167-172	Journal Article			Animal Sci
"Hoyer, M. V., Netherland, M. D. and Jones, D."	2016	"Littoral sediment accumulation ten years after muck removal in Lake Tohopekaliga, Florida"	Journal of Aquatic Plant Management	54		87-94	Journal Article			
"Hu, J., K.S. Inglett, A.L. Wright, K.R. Reddy"	2016	Nitrous Oxide Production and Reduction in Seasonally-Flooded Cultivated Peatland Soils	Soil Science Society of America Journal	80	3	783-793	Journal Article			
"Hu, J., Akula, N. and Wang, N."	2016	Development of a Microemulsion Formulation for Antimicrobial SecA Inhibitors	Plos One	11	3	0150433	Journal Article		10.1371/journal.pone.0150433	Citrus REC
"Hu, J. and Wang, N."	2016	Evaluation of the Spatiotemporal Dynamics of Oxytetracycline and Its Control Effect Against Citrus Huanglongbing via Trunk Injection	Phytopathology	106	12	1495-1503	Journal Article		10.1094/PHYTO-02-16-0114-R	Citrus REC
"Hu, Y., Duan, S., Zhang, Y., Shantharaj, D., Jones, J. B. and Wang, N."	2016	Temporal Transcription Profiling of Sweet Orange in Response to PthA4-Mediated Xanthomonas citri subsp citri Infection	Phytopathology	106	5	442-451	Journal Article		10.1094/phyto-09-15-0201-r	Citrus REC
